stop_code,zone,weekdays,weekends,holidays,code,nameCht,n_routes,lat,lng
M144_2,Macau Peninsula,537.7483405483406,518.0398268398268,443.0392621870883,M144_2,水坑尾/天神巷,5,22.193753,113.543366
M144_3,Macau Peninsula,498.94733044733044,498.94733044733044,447.7857142857143,M144_3,水坑尾/天神巷,5,22.19378,113.543378
M145_1,Macau Peninsula,214.31980258067213,214.31980258067213,224.07830687830685,M145_1,愕斜巷/山頂醫院,2,22.194581,113.545914
M145_2,Macau Peninsula,86.88311688311688,86.88311688311688,81.8047138047138,M145_2,愕斜巷/山頂醫院,1,22.194423,113.545789
M146_1,Macau Peninsula,492.55339105339107,488.41285526068134,423.9819624819625,M146_1,水坑尾/方圓廣場,4,22.194407,113.543956
M147_1,Macau Peninsula,187.52727272727273,187.72727272727272,125.0,M147_1,山頂醫院總站,2,22.194129,113.546249
M148_1,Macau Peninsula,149.2831168831169,149.38311688311688,144.3047138047138,M148_1,東望洋斜巷,2,22.195913,113.546489
M149_1,Macau Peninsula,217.4025974025974,217.4025974025974,225.29042809042807,M149_1,粵華中學,2,22.19723,113.547905
M14_1,Macau Peninsula,715.995115995116,696.2866022866023,657.8434246912508,M14_1,蓮峰游泳池,5,22.207795,113.546059
M150_1,Macau Peninsula,233.0834389443085,233.1834389443085,224.89730639730638,M150_1,得勝斜路,3,22.196007,113.548299
M151_1,Macau Peninsula,441.95097141184095,412.6964259572955,332.89730639730635,M151_1,山頂醫院急診大樓,6,22.194048,113.547281
M152_1,Macau Peninsula,492.55339105339107,488.41285526068134,423.9819624819625,M152_1,塔石廣場,4,22.197672,113.547291
M153_1,Macau Peninsula,739.8752959458841,710.5207504913387,670.1496369028338,M153_1,水坑尾/公共行政大樓,8,22.194115,113.543734
M153_2,Macau Peninsula,666.8690476190476,641.3272005772005,556.1099692577953,M153_2,水坑尾/公共行政大樓,6,22.194184,113.543789
M154_1,Macau Peninsula,23.225806451612904,23.225806451612904,23.225806451612904,M154_1,友誼馬路/海景花園,1,22.19214,113.552336
M155_1,Macau Peninsula,1159.7079359237255,1118.0012981170876,1053.1859466069993,M155_1,東方拱門,13,22.193858,113.549843
M156_1,Macau Peninsula,203.10606060606062,198.46969696969697,169.6969696969697,M156_1,高美士/南園大廈,2,22.19263,113.550234
M157_1,Macau Peninsula,257.42857142857144,251.13362193362192,219.2050505050505,M157_1,治安警察局,3,22.191928,113.546722
M157_2,Macau Peninsula,1043.8313687922382,1008.41968048055,960.9313834313834,M157_2,治安警察局,11,22.191864,113.546614
M158_1,Macau Peninsula,508.36089466089464,494.1323232323232,483.7285455285455,M158_1,北京街/假日酒店,5,22.191715,113.547667
M158_2,Macau Peninsula,622.4772949272949,571.7992285492286,580.7442557442557,M158_2,北京街/假日酒店,7,22.191733,113.547718
